Airline,FlightNum,PlanTime,ActualTime,Direction,Airport,City,Country,Terminal,Status
OS,860,2024-03-14 05:20:00,2024-03-14 05:20:00,D,VIE,VIENNA,AUSTRIA,3,ON TIME
AA,9262,2024-03-14 05:30:00,2024-03-14 05:30:00,D,CDG,PARIS,FRANCE,3,ON TIME
AM,7867,2024-03-14 05:30:00,2024-03-14 05:30:00,D,CDG,PARIS,FRANCE,3,ON TIME
LY,311,2024-03-14 05:30:00,2024-03-14 05:30:00,D,LTN,LONDON LUTON,UNITED KINGDOM,3,ON TIME
LY,319,2024-03-14 05:30:00,2024-03-14 05:30:00,D,CDG,PARIS,FRANCE,3,ON TIME
SK,3161,2024-03-14 05:30:00,2024-03-14 05:30:00,D,CDG,PARIS,FRANCE,3,ON TIME
QS,1287,2024-03-14 05:35:00,2024-03-14 05:35:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,ON TIME
LY,347,2024-03-14 05:45:00,2024-03-14 05:45:00,D,ZRH,ZURICH,SWITZERLAND,3,ON TIME
SK,3189,2024-03-14 05:45:00,2024-03-14 05:45:00,D,ZRH,ZURICH,SWITZERLAND,3,ON TIME
LY,004,2024-03-14 05:50:00,2024-03-14 05:50:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
AM,7864,2024-03-14 05:55:00,2024-03-14 05:55:00,D,AMS,AMSTERDAM,NETHERLANDS,3,ON TIME
LY,2371,2024-03-14 05:55:00,2024-03-14 05:55:00,D,BER,BERLIN,GERMANY,3,ON TIME
LY,337,2024-03-14 05:55:00,2024-03-14 05:55:00,D,AMS,AMSTERDAM,NETHERLANDS,3,ON TIME
SK,3155,2024-03-14 05:55:00,2024-03-14 05:55:00,D,AMS,AMSTERDAM,NETHERLANDS,3,ON TIME
SK,3157,2024-03-14 05:55:00,2024-03-14 05:55:00,D,BER,BERLIN,GERMANY,3,ON TIME
AR,7877,2024-03-14 06:10:00,2024-03-14 06:10:00,D,FCO,ROME,ITALY,3,ON TIME
LY,345,2024-03-14 06:10:00,2024-03-14 06:10:00,D,GVA,GENEVA,SWITZERLAND,3,ON TIME
LY,385,2024-03-14 06:10:00,2024-03-14 06:10:00,D,FCO,ROME,ITALY,3,ON TIME
LY,971,2024-03-14 06:10:00,2024-03-14 06:10:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
SK,3167,2024-03-14 06:10:00,2024-03-14 06:10:00,D,FCO,ROME,ITALY,3,ON TIME
TP,8898,2024-03-14 06:10:00,2024-03-14 06:10:00,D,FCO,ROME,ITALY,3,ON TIME
AA,9265,2024-03-14 06:15:00,2024-03-14 06:15:00,D,MAD,MADRID,SPAIN,3,ON TIME
AM,7879,2024-03-14 06:15:00,2024-03-14 06:15:00,D,MAD,MADRID,SPAIN,3,ON TIME
AR,7871,2024-03-14 06:15:00,2024-03-14 06:15:00,D,MAD,MADRID,SPAIN,3,ON TIME
IB,2394,2024-03-14 06:15:00,2024-03-14 06:15:00,D,MAD,MADRID,SPAIN,3,ON TIME
LY,082,2024-03-14 06:15:00,2024-03-14 06:15:00,A,BKK,BANGKOK,THAILAND,3,NOT FINAL
LY,395,2024-03-14 06:15:00,2024-03-14 06:15:00,D,MAD,MADRID,SPAIN,3,ON TIME
QF,5021,2024-03-14 06:15:00,2024-03-14 06:15:00,A,BKK,BANGKOK,THAILAND,3,NOT FINAL
TG,5483,2024-03-14 06:15:00,2024-03-14 06:15:00,A,BKK,BANGKOK,THAILAND,3,NOT FINAL
VN,3299,2024-03-14 06:15:00,2024-03-14 06:15:00,A,BKK,BANGKOK,THAILAND,3,NOT FINAL
IB,2392,2024-03-14 06:30:00,2024-03-14 06:30:00,D,BCN,BARCELONA,SPAIN,3,ON TIME
LY,361,2024-03-14 06:30:00,2024-03-14 06:30:00,D,VIE,VIENNA,AUSTRIA,3,ON TIME
LY,393,2024-03-14 06:30:00,2024-03-14 06:30:00,D,BCN,BARCELONA,SPAIN,3,ON TIME
AR,7850,2024-03-14 06:45:00,2024-03-14 06:45:00,A,MIA,MIAMI,UNITED STATES,3,NOT FINAL
B6,6468,2024-03-14 06:45:00,2024-03-14 06:45:00,A,MIA,MIAMI,UNITED STATES,3,NOT FINAL
DL,7438,2024-03-14 06:45:00,2024-03-14 06:45:00,A,MIA,MIAMI,UNITED STATES,3,NOT FINAL
LY,018,2024-03-14 06:45:00,2024-03-14 06:45:00,A,MIA,MIAMI,UNITED STATES,3,NOT FINAL
IZ,104,2024-03-14 06:50:00,2024-03-14 06:50:00,A,VNO,VILNIUS,LITHUANIA,3,NOT FINAL
LY,381,2024-03-14 06:50:00,2024-03-14 06:50:00,D,MXP,MILAN,ITALY,3,ON TIME
LY,541,2024-03-14 06:50:00,2024-03-14 06:50:00,D,ATH,ATHENS,GREECE,3,ON TIME
LY,573,2024-03-14 06:50:00,2024-03-14 06:50:00,D,OTP,BUCHAREST,ROMANIA,3,ON TIME
SK,3185,2024-03-14 06:50:00,2024-03-14 06:50:00,D,MXP,MILAN,ITALY,3,ON TIME
TP,8910,2024-03-14 06:50:00,2024-03-14 06:50:00,D,MXP,MILAN,ITALY,3,ON TIME
BZ,112,2024-03-14 06:55:00,2024-03-14 06:55:00,D,LCA,LARNACA,CYPRUS,3,ON TIME
IZ,415,2024-03-14 07:00:00,2024-03-14 07:00:00,D,BUS,BATUMI,GEORGIA,3,ON TIME
IZ,801,2024-03-14 07:00:00,2024-03-14 07:00:00,D,ETM,RAMON,ISRAEL,3,ON TIME
6H,883,2024-03-14 07:00:00,2024-03-14 07:00:00,D,BUS,BATUMI,GEORGIA,3,ON TIME
BZ,442,2024-03-14 07:05:00,2024-03-14 07:05:00,D,BUD,BUDAPEST,HUNGARY,3,ON TIME
LY,2365,2024-03-14 07:05:00,2024-03-14 07:05:00,D,BUD,BUDAPEST,HUNGARY,3,ON TIME
LY,024,2024-03-14 07:20:00,2024-03-14 07:20:00,A,EWR,NEWARK,UNITED STATES,3,NOT FINAL
6H,661,2024-03-14 07:20:00,2024-03-14 07:20:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
LY,2521,2024-03-14 07:25:00,2024-03-14 07:25:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,ON TIME
LY,5101,2024-03-14 07:30:00,2024-03-14 07:30:00,D,WAW,WARSAW,POLAND,3,ON TIME
6H,041,2024-03-14 07:30:00,2024-03-14 07:30:00,D,ETM,RAMON,ISRAEL,3,ON TIME
LY,1027,2024-03-14 07:50:00,2024-03-14 07:50:00,D,EWR,NEWARK,UNITED STATES,3,ON TIME
CY,110,2024-03-14 08:00:00,2024-03-14 08:00:00,A,LCA,LARNACA,CYPRUS,3,NOT FINAL
EK,2369,2024-03-14 08:05:00,2024-03-14 08:05:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
FZ,1549,2024-03-14 08:05:00,2024-03-14 08:05:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
6H,225,2024-03-14 08:10:00,2024-03-14 08:10:00,D,RVN,ROVANIEMI,FINLAND,3,ON TIME
AM,7885,2024-03-14 08:20:00,2024-03-14 08:20:00,D,CDG,PARIS,FRANCE,3,ON TIME
IZ,105,2024-03-14 08:20:00,2024-03-14 08:20:00,D,BEG,BELGRADE,SERBIA,3,ON TIME
LY,323,2024-03-14 08:20:00,2024-03-14 08:20:00,D,CDG,PARIS,FRANCE,3,ON TIME
LY,611,2024-03-14 08:20:00,2024-03-14 08:20:00,D,DME,MOSCOW,RUSSIAN FEDERATION,3,ON TIME
SK,3163,2024-03-14 08:20:00,2024-03-14 08:20:00,D,CDG,PARIS,FRANCE,3,ON TIME
S7,4482,2024-03-14 08:20:00,2024-03-14 08:20:00,D,DME,MOSCOW,RUSSIAN FEDERATION,3,ON TIME
UA,084,2024-03-14 08:20:00,2024-03-14 08:20:00,A,EWR,NEWARK,UNITED STATES,3,NOT FINAL
W4,3257,2024-03-14 08:30:00,2024-03-14 08:30:00,A,OTP,BUCHAREST,ROMANIA,3,NOT FINAL
LY,5141,2024-03-14 08:35:00,2024-03-14 08:35:00,D,LCA,LARNACA,CYPRUS,3,ON TIME
B6,6484,2024-03-14 08:50:00,2024-03-14 08:50:00,A,EWR,NEWARK,UNITED STATES,3,NOT FINAL
DL,7444,2024-03-14 08:50:00,2024-03-14 08:50:00,A,EWR,NEWARK,UNITED STATES,3,NOT FINAL
LY,028,2024-03-14 08:50:00,2024-03-14 08:50:00,A,EWR,NEWARK,UNITED STATES,3,NOT FINAL
CY,111,2024-03-14 09:00:00,2024-03-14 09:00:00,D,LCA,LARNACA,CYPRUS,3,ON TIME
IZ,211,2024-03-14 09:05:00,2024-03-14 09:05:00,D,ATH,ATHENS,GREECE,3,ON TIME
AA,9261,2024-03-14 09:15:00,2024-03-14 09:15:00,D,LHR,LONDON,UNITED KINGDOM,3,ON TIME
AM,7863,2024-03-14 09:15:00,2024-03-14 09:15:00,D,LHR,LONDON,UNITED KINGDOM,3,ON TIME
LY,315,2024-03-14 09:15:00,2024-03-14 09:15:00,D,LHR,LONDON,UNITED KINGDOM,3,ON TIME
SK,3181,2024-03-14 09:15:00,2024-03-14 09:15:00,D,LHR,LONDON,UNITED KINGDOM,3,ON TIME
EK,2370,2024-03-14 09:20:00,2024-03-14 09:20:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
FZ,1550,2024-03-14 09:20:00,2024-03-14 09:20:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
LY,009,2024-03-14 09:20:00,2024-03-14 09:20:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
IZ,802,2024-03-14 09:25:00,2024-03-14 09:25:00,A,ETM,RAMON,ISRAEL,3,NOT FINAL
W4,3258,2024-03-14 09:25:00,2024-03-14 09:25:00,D,OTP,BUCHAREST,ROMANIA,3,ON TIME
EK,2450,2024-03-14 09:30:00,2024-03-14 09:30:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
FZ,1081,2024-03-14 09:30:00,2024-03-14 09:30:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
IZ,807,2024-03-14 09:40:00,2024-03-14 09:40:00,D,ETM,RAMON,ISRAEL,3,ON TIME
6H,042,2024-03-14 10:00:00,2024-03-14 10:00:00,A,ETM,RAMON,ISRAEL,3,NOT FINAL
AM,7868,2024-03-14 10:20:00,2024-03-14 10:20:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
AR,7852,2024-03-14 10:20:00,2024-03-14 10:20:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
B6,6450,2024-03-14 10:20:00,2024-03-14 10:20:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
DL,7425,2024-03-14 10:20:00,2024-03-14 10:20:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
LY,002,2024-03-14 10:20:00,2024-03-14 10:20:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
UA,085,2024-03-14 10:30:00,2024-03-14 10:30:00,D,EWR,NEWARK,UNITED STATES,3,ON TIME
HY,301,2024-03-14 10:35:00,2024-03-14 10:35:00,A,TAS,TASHKENT,UZBEKISTAN,3,NOT FINAL
IZ,2823,2024-03-14 10:40:00,2024-03-14 10:40:00,D,ETM,RAMON,ISRAEL,3,ON TIME
EK,2451,2024-03-14 10:45:00,2024-03-14 10:45:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
FZ,1082,2024-03-14 10:45:00,2024-03-14 10:45:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
W6,5097,2024-03-14 11:15:00,2024-03-14 11:15:00,A,KRK,KRAKOW,POLAND,3,NOT FINAL
6H,725,2024-03-14 11:15:00,2024-03-14 11:15:00,D,BUD,BUDAPEST,HUNGARY,3,ON TIME
BZ,701,2024-03-14 11:20:00,2024-03-14 11:20:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
WZ,019,2024-03-14 11:25:00,2024-03-14 11:25:00,A,DME,MOSCOW,RUSSIAN FEDERATION,3,NOT FINAL
BZ,111,2024-03-14 11:35:00,2024-03-14 11:35:00,A,LCA,LARNACA,CYPRUS,3,NOT FINAL
EK,2363,2024-03-14 11:40:00,2024-03-14 11:40:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
FZ,1211,2024-03-14 11:40:00,2024-03-14 11:40:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
LY,552,2024-03-14 11:40:00,2024-03-14 11:40:00,A,SOF,SOFIA,BULGARIA,3,NOT FINAL
IZ,161,2024-03-14 11:45:00,2024-03-14 11:45:00,D,LCA,LARNACA,CYPRUS,3,ON TIME
LY,5142,2024-03-14 11:45:00,2024-03-14 11:45:00,A,LCA,LARNACA,CYPRUS,3,NOT FINAL
LY,613,2024-03-14 11:45:00,2024-03-14 11:45:00,D,DME,MOSCOW,RUSSIAN FEDERATION,3,ON TIME
S7,4484,2024-03-14 11:45:00,2024-03-14 11:45:00,D,DME,MOSCOW,RUSSIAN FEDERATION,3,ON TIME
A3,926,2024-03-14 12:00:00,2024-03-14 12:00:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
JU,7620,2024-03-14 12:00:00,2024-03-14 12:00:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
IZ,808,2024-03-14 12:05:00,2024-03-14 12:05:00,A,ETM,RAMON,ISRAEL,3,NOT FINAL
LY,542,2024-03-14 12:05:00,2024-03-14 12:05:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
W6,5098,2024-03-14 12:10:00,2024-03-14 12:10:00,D,KRK,KRAKOW,POLAND,3,ON TIME
BZ,702,2024-03-14 12:15:00,2024-03-14 12:15:00,D,ATH,ATHENS,GREECE,3,ON TIME
LY,973,2024-03-14 12:25:00,2024-03-14 12:25:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
BZ,252,2024-03-14 12:30:00,2024-03-14 12:30:00,D,BCN,BARCELONA,SPAIN,3,ON TIME
HY,302,2024-03-14 12:35:00,2024-03-14 12:35:00,D,TAS,TASHKENT,UZBEKISTAN,3,ON TIME
WZ,020,2024-03-14 12:45:00,2024-03-14 12:45:00,D,DME,MOSCOW,RUSSIAN FEDERATION,3,ON TIME
6H,884,2024-03-14 12:45:00,2024-03-14 12:45:00,A,BUS,BATUMI,GEORGIA,3,NOT FINAL
A3,927,2024-03-14 12:50:00,2024-03-14 12:50:00,D,ATH,ATHENS,GREECE,3,ON TIME
EK,4978,2024-03-14 12:50:00,2024-03-14 12:50:00,D,ATH,ATHENS,GREECE,3,ON TIME
FB,1514,2024-03-14 12:50:00,2024-03-14 12:50:00,D,ATH,ATHENS,GREECE,3,ON TIME
JU,7621,2024-03-14 12:50:00,2024-03-14 12:50:00,D,ATH,ATHENS,GREECE,3,ON TIME
EK,2364,2024-03-14 12:55:00,2024-03-14 12:55:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
FZ,1212,2024-03-14 12:55:00,2024-03-14 12:55:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
AM,7871,2024-03-14 13:00:00,2024-03-14 13:00:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
AR,7855,2024-03-14 13:00:00,2024-03-14 13:00:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
A4,5025,2024-03-14 13:00:00,2024-03-14 13:00:00,A,AER,SOCHI,RUSSIAN FEDERATION,3,NOT FINAL
B6,6455,2024-03-14 13:00:00,2024-03-14 13:00:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
DL,7430,2024-03-14 13:00:00,2024-03-14 13:00:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
IZ,414,2024-03-14 13:00:00,2024-03-14 13:00:00,A,BUS,BATUMI,GEORGIA,3,NOT FINAL
LY,007,2024-03-14 13:00:00,2024-03-14 13:00:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
EK,2345,2024-03-14 13:05:00,2024-03-14 13:05:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
FZ,1125,2024-03-14 13:05:00,2024-03-14 13:05:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
LY,5107,2024-03-14 13:05:00,2024-03-14 13:05:00,D,TBS,TBILISI,GEORGIA,3,ON TIME
IZ,815,2024-03-14 13:10:00,2024-03-14 13:10:00,D,ETM,RAMON,ISRAEL,3,ON TIME
LY,327,2024-03-14 13:20:00,2024-03-14 13:20:00,D,CDG,PARIS,FRANCE,3,ON TIME
SK,3159,2024-03-14 13:20:00,2024-03-14 13:20:00,D,CDG,PARIS,FRANCE,3,ON TIME
LY,574,2024-03-14 13:25:00,2024-03-14 13:25:00,A,OTP,BUCHAREST,ROMANIA,3,NOT FINAL
ET,418,2024-03-14 13:35:00,2024-03-14 13:35:00,A,ADD,ADDIS ABABA,ETHIOPIA,3,NOT FINAL
LY,8808,2024-03-14 13:35:00,2024-03-14 13:35:00,A,ADD,ADDIS ABABA,ETHIOPIA,3,NOT FINAL
LY,375,2024-03-14 13:40:00,2024-03-14 13:40:00,D,LIS,LISBON,PORTUGAL,3,ON TIME
TP,8920,2024-03-14 13:40:00,2024-03-14 13:40:00,D,LIS,LISBON,PORTUGAL,3,ON TIME
IZ,2824,2024-03-14 13:45:00,2024-03-14 13:45:00,A,ETM,RAMON,ISRAEL,3,NOT FINAL
6H,047,2024-03-14 13:45:00,2024-03-14 13:45:00,D,ETM,RAMON,ISRAEL,3,ON TIME
AM,7874,2024-03-14 13:50:00,2024-03-14 13:50:00,A,LAX,LOS ANGELES,UNITED STATES,3,NOT FINAL
B6,6462,2024-03-14 13:50:00,2024-03-14 13:50:00,A,LAX,LOS ANGELES,UNITED STATES,3,NOT FINAL
DL,7429,2024-03-14 13:50:00,2024-03-14 13:50:00,A,LAX,LOS ANGELES,UNITED STATES,3,NOT FINAL
LY,006,2024-03-14 13:50:00,2024-03-14 13:50:00,A,LAX,LOS ANGELES,UNITED STATES,3,NOT FINAL
A4,5026,2024-03-14 14:00:00,2024-03-14 14:00:00,D,AER,SOCHI,RUSSIAN FEDERATION,3,ON TIME
AF,962,2024-03-14 14:05:00,2024-03-14 14:05:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
DL,8457,2024-03-14 14:05:00,2024-03-14 14:05:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
AZ,806,2024-03-14 14:20:00,2024-03-14 14:20:00,A,FCO,ROME,ITALY,3,NOT FINAL
B6,6482,2024-03-14 14:20:00,2024-03-14 14:20:00,A,EWR,NEWARK,UNITED STATES,3,NOT FINAL
DL,7442,2024-03-14 14:20:00,2024-03-14 14:20:00,A,EWR,NEWARK,UNITED STATES,3,NOT FINAL
EK,2346,2024-03-14 14:20:00,2024-03-14 14:20:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
FZ,1126,2024-03-14 14:20:00,2024-03-14 14:20:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
JU,7378,2024-03-14 14:20:00,2024-03-14 14:20:00,A,FCO,ROME,ITALY,3,NOT FINAL
LY,026,2024-03-14 14:20:00,2024-03-14 14:20:00,A,EWR,NEWARK,UNITED STATES,3,NOT FINAL
UX,1301,2024-03-14 14:20:00,2024-03-14 14:20:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
TO,3452,2024-03-14 14:25:00,2024-03-14 14:25:00,A,ORY,PARIS,FRANCE,3,NOT FINAL
AR,7876,2024-03-14 14:30:00,2024-03-14 14:30:00,A,FCO,ROME,ITALY,3,NOT FINAL
LY,386,2024-03-14 14:30:00,2024-03-14 14:30:00,A,FCO,ROME,ITALY,3,NOT FINAL
ET,419,2024-03-14 14:35:00,2024-03-14 14:35:00,D,ADD,ADDIS ABABA,ETHIOPIA,3,ON TIME
LY,355,2024-03-14 14:35:00,2024-03-14 14:35:00,D,FRA,FRANKFURT,GERMANY,3,ON TIME
LY,8809,2024-03-14 14:35:00,2024-03-14 14:35:00,D,ADD,ADDIS ABABA,ETHIOPIA,3,ON TIME
SK,3179,2024-03-14 14:35:00,2024-03-14 14:35:00,D,FRA,FRANKFURT,GERMANY,3,ON TIME
IZ,212,2024-03-14 14:40:00,2024-03-14 14:40:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
IZ,162,2024-03-14 14:45:00,2024-03-14 14:45:00,A,LCA,LARNACA,CYPRUS,3,NOT FINAL
NH,5621,2024-03-14 14:45:00,2024-03-14 14:45:00,A,VIE,VIENNA,AUSTRIA,3,NOT FINAL
OS,857,2024-03-14 14:45:00,2024-03-14 14:45:00,A,VIE,VIENNA,AUSTRIA,3,NOT FINAL
LY,2366,2024-03-14 14:55:00,2024-03-14 14:55:00,A,BUD,BUDAPEST,HUNGARY,3,NOT FINAL
LY,362,2024-03-14 14:55:00,2024-03-14 14:55:00,A,VIE,VIENNA,AUSTRIA,3,NOT FINAL
U8,108,2024-03-14 14:55:00,2024-03-14 14:55:00,A,LCA,LARNACA,CYPRUS,3,NOT FINAL
IZ,281,2024-03-14 15:00:00,2024-03-14 15:00:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,ON TIME
LY,972,2024-03-14 15:00:00,2024-03-14 15:00:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
IZ,417,2024-03-14 15:10:00,2024-03-14 15:10:00,D,TBS,TBILISI,GEORGIA,3,ON TIME
AR,7211,2024-03-14 15:20:00,2024-03-14 15:20:00,D,FCO,ROME,ITALY,3,ON TIME
AZ,807,2024-03-14 15:20:00,2024-03-14 15:20:00,D,FCO,ROME,ITALY,3,ON TIME
BZ,441,2024-03-14 15:20:00,2024-03-14 15:20:00,A,BUD,BUDAPEST,HUNGARY,3,NOT FINAL
JU,7379,2024-03-14 15:20:00,2024-03-14 15:20:00,D,FCO,ROME,ITALY,3,ON TIME
6H,662,2024-03-14 15:20:00,2024-03-14 15:20:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
AC,9020,2024-03-14 15:30:00,2024-03-14 15:30:00,A,FRA,FRANKFURT,GERMANY,3,NOT FINAL
LH,686,2024-03-14 15:30:00,2024-03-14 15:30:00,A,FRA,FRANKFURT,GERMANY,3,NOT FINAL
LY,348,2024-03-14 15:30:00,2024-03-14 15:30:00,A,ZRH,ZURICH,SWITZERLAND,3,NOT FINAL
NH,5459,2024-03-14 15:30:00,2024-03-14 15:30:00,A,FRA,FRANKFURT,GERMANY,3,NOT FINAL
SK,3188,2024-03-14 15:30:00,2024-03-14 15:30:00,A,ZRH,ZURICH,SWITZERLAND,3,NOT FINAL
SN,7173,2024-03-14 15:30:00,2024-03-14 15:30:00,A,FRA,FRANKFURT,GERMANY,3,NOT FINAL
UA,9120,2024-03-14 15:30:00,2024-03-14 15:30:00,A,FRA,FRANKFURT,GERMANY,3,NOT FINAL
IZ,816,2024-03-14 15:35:00,2024-03-14 15:35:00,A,ETM,RAMON,ISRAEL,3,NOT FINAL
LY,2372,2024-03-14 15:35:00,2024-03-14 15:35:00,A,BER,BERLIN,GERMANY,3,NOT FINAL
SK,3154,2024-03-14 15:35:00,2024-03-14 15:35:00,A,BER,BERLIN,GERMANY,3,NOT FINAL
TO,3453,2024-03-14 15:35:00,2024-03-14 15:35:00,D,ORY,PARIS,FRANCE,3,ON TIME
AF,963,2024-03-14 15:40:00,2024-03-14 15:40:00,D,CDG,PARIS,FRANCE,3,ON TIME
OS,858,2024-03-14 15:40:00,2024-03-14 15:40:00,D,VIE,VIENNA,AUSTRIA,3,ON TIME
U8,109,2024-03-14 15:55:00,2024-03-14 15:55:00,D,LCA,LARNACA,CYPRUS,3,ON TIME
IZ,295,2024-03-14 16:00:00,2024-03-14 16:00:00,D,OTP,BUCHAREST,ROMANIA,3,ON TIME
LY,346,2024-03-14 16:00:00,2024-03-14 16:00:00,A,GVA,GENEVA,SWITZERLAND,3,NOT FINAL
LY,382,2024-03-14 16:00:00,2024-03-14 16:00:00,A,MXP,MILAN,ITALY,3,NOT FINAL
SK,3184,2024-03-14 16:00:00,2024-03-14 16:00:00,A,MXP,MILAN,ITALY,3,NOT FINAL
UX,1302,2024-03-14 16:05:00,2024-03-14 16:05:00,D,MAD,MADRID,SPAIN,3,ON TIME
AA,9258,2024-03-14 16:10:00,2024-03-14 16:10:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
AM,7851,2024-03-14 16:10:00,2024-03-14 16:10:00,D,AMS,AMSTERDAM,NETHERLANDS,3,ON TIME
A4,5023,2024-03-14 16:10:00,2024-03-14 16:10:00,A,AER,SOCHI,RUSSIAN FEDERATION,3,NOT FINAL
IZ,821,2024-03-14 16:10:00,2024-03-14 16:10:00,D,ETM,RAMON,ISRAEL,3,ON TIME
LY,320,2024-03-14 16:10:00,2024-03-14 16:10:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
LY,339,2024-03-14 16:10:00,2024-03-14 16:10:00,D,AMS,AMSTERDAM,NETHERLANDS,3,ON TIME
LY,343,2024-03-14 16:10:00,2024-03-14 16:10:00,D,ZRH,ZURICH,SWITZERLAND,3,ON TIME
LY,5102,2024-03-14 16:10:00,2024-03-14 16:10:00,A,WAW,WARSAW,POLAND,3,NOT FINAL
SK,3151,2024-03-14 16:10:00,2024-03-14 16:10:00,D,AMS,AMSTERDAM,NETHERLANDS,3,ON TIME
SK,3191,2024-03-14 16:10:00,2024-03-14 16:10:00,D,ZRH,ZURICH,SWITZERLAND,3,ON TIME
BZ,462,2024-03-14 16:15:00,2024-03-14 16:15:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,ON TIME
IZ,364,2024-03-14 16:25:00,2024-03-14 16:25:00,A,SOF,SOFIA,BULGARIA,3,NOT FINAL
LY,1008,2024-03-14 16:25:00,2024-03-14 16:25:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
6H,048,2024-03-14 16:30:00,2024-03-14 16:30:00,A,ETM,RAMON,ISRAEL,3,NOT FINAL
LH,687,2024-03-14 16:35:00,2024-03-14 16:35:00,D,FRA,FRANKFURT,GERMANY,3,ON TIME
SN,7174,2024-03-14 16:35:00,2024-03-14 16:35:00,D,FRA,FRANKFURT,GERMANY,3,ON TIME
UA,9123,2024-03-14 16:35:00,2024-03-14 16:35:00,D,FRA,FRANKFURT,GERMANY,3,ON TIME
IB,2393,2024-03-14 16:40:00,2024-03-14 16:40:00,A,BCN,BARCELONA,SPAIN,3,NOT FINAL
LY,2373,2024-03-14 16:40:00,2024-03-14 16:40:00,D,BER,BERLIN,GERMANY,3,ON TIME
LY,2522,2024-03-14 16:40:00,2024-03-14 16:40:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,NOT FINAL
LY,394,2024-03-14 16:40:00,2024-03-14 16:40:00,A,BCN,BARCELONA,SPAIN,3,NOT FINAL
AM,7853,2024-03-14 16:50:00,2024-03-14 16:50:00,D,CDG,PARIS,FRANCE,3,ON TIME
LY,325,2024-03-14 16:50:00,2024-03-14 16:50:00,D,CDG,PARIS,FRANCE,3,ON TIME
LY,338,2024-03-14 16:50:00,2024-03-14 16:50:00,A,AMS,AMSTERDAM,NETHERLANDS,3,NOT FINAL
SK,3150,2024-03-14 16:50:00,2024-03-14 16:50:00,A,AMS,AMSTERDAM,NETHERLANDS,3,NOT FINAL
IZ,1801,2024-03-14 17:00:00,2024-03-14 17:00:00,D,ETM,RAMON,ISRAEL,3,ON TIME
LY,387,2024-03-14 17:00:00,2024-03-14 17:00:00,D,MXP,MILAN,ITALY,3,ON TIME
SK,3183,2024-03-14 17:00:00,2024-03-14 17:00:00,D,MXP,MILAN,ITALY,3,ON TIME
